,Site,Habitat,Protection,Cluster,GPS file name,Month,Elevation,Lat,Long,Primary1000,Primary1000km,Secondary200,Secondary200km,House1000,House1000km,Non_Ground_Truthed_Habitat,Habitat_code,Dist_Corc,Dist_Corc_km,Dist_Corc_scaled,Secondary50,OldGrowth50,Secondary100,OldGrowth100,Secondary200,OldGrowth200,Secondary300,OldGrowth300,OldGrowth400,Secondary400,Secondary500,OldGrowth500,Secondary750,OldGrowth750,Secondary1000,OldGrowth1000,Secondary2000,OldGrowth2000,Secondary3000,OldGrowth3000,OldGrowth4000,Secondary4000,OldGrowth5000,Secondary5000,Mangrove50,Mangrove100,Mangrove200,Mangrove300,Mangrove400,Mangrove500,Mangrove750,Mangrove1000,Mangrove2000,Mangrove3000,Mangrove4000,Mangrove5000,ForestCover50,ForestCover100,ForestCover200,ForestCover300,ForestCover400,ForestCover500,ForestCover750,ForestCover1000,ForestCover2000,ForestCover3000,ForestCover4000,ForestCover5000,Diversity50,Diversity100,Diversity200,Diversity300,Diversity400,Diversity500,Diversity750,Diversity1000,Diversity2000,Diversity3000,Diversity4000,Diversity5000
180,Miramar_Site_3,Old Growth,GD Forest Reserve,Miramar 1,ORO3NW,January,199.813873,8.444926,-83.362798,0,0,404.121464,0.404121464,0,0,Secondary,SEC,8702.407492,8.702407492,0.170464703,0.396509216,0.603490784,0.48271068,0.51728932,0.5041446,0.4958554,0.598049481,0.401950519,0.478770363,0.521229637,0.490613935,0.509386065,0.559315882,0.440548301,0.603790382,0.368317421,0.676397366,0.26695256,0.601453356,0.242334559,0.233584479,0.589167205,0.23024471,0.577689048,0,0,0,0,0,0,0,0,0.002673935,0,0.001871456,0.002658497,1,1,1,1,1,1,0.999864183,0.972107803,0.943349926,0.843787915,0.822751684,0.807933758,0.501234875,0.593934474,0.615826285,0.58596091,0.642685132,0.669416593,0.64826979,0.679443679,1.004708824,1.011009268,1.126829538,1.098653202
181,Miramar_Site_4,Secondary,GD Forest Reserve,Miramar 1,ORO4NE,January,251.837997,8.452209,-83.359365,0,0,433.5902437,0.433590244,0,0,Grassland,GRA,8225.21337,8.22521337,0.161117318,0,0.296981834,0.027474832,0.349006127,0.240489069,0.327971065,0.369763873,0.334687195,0.357611065,0.438615702,0.525506386,0.343244373,0.659959684,0.271781761,0.677113333,0.278249112,0.65193694,0.30390403,0.647534747,0.272855366,0.252684719,0.614727987,0.242794217,0.618136242,0,0,0,0,0,0,0.008441171,0.01069017,0,0.002361411,0.003529727,0.003053847,0.296981834,0.376480959,0.568460134,0.704451068,0.796226767,0.868750759,0.931741445,0.955362445,0.95584097,0.920390113,0.867412706,0.860930459,0.671570864,0.69254922,0.693112825,0.673794613,0.692245515,0.692970974,0.687327688,0.780556854,0.804235956,0.958260843,1.008986224,1.081003789
182,Miramar_Site_5,Secondary,GD Forest Reserve,Miramar 1,ORO5N,January,276.482117,8.456493,-83.356365,0,0,541.0148987,0.541014899,133.3623371,0.133362337,Old Growth,OG,8073.385972,8.073385972,0.158143289,1,0,1,0,0.999387475,0.000612526,0.891095082,0.108904918,0.18193501,0.812827781,0.736670618,0.234587164,0.659512181,0.255425837,0.667716224,0.249857257,0.664713976,0.278856119,0.654358668,0.281504373,0.271067638,0.632740262,0.242827936,0.635507275,0,0,0,0,0,0.000069,0.00750691,0.010004234,0,0.00314238,0.003808334,0.003175851,1,1,1,1,0.994762791,0.971257782,0.914938018,0.917573481,0.943570095,0.935863041,0.9038079,0.878335211,0.608285286,0.831597646,1.245656349,1.18437904,1.107142486,1.006145627,0.856102388,0.794701139,0.770128075,0.864346388,0.955081497,0.967144823
183,Miramar_Site_6,Secondary,GD Forest Reserve,Miramar 1,ORO6E,January,278.650848,8.462094,-83.351307,0,0,400.5821948,0.400582195,133.3623371,0.133362337,Exposed_Urban,GRA,8054.317852,8.054317852,0.157769778,0.844131586,0.013260393,0.664920973,0.104995712,0.739951546,0.052807457,0.844208096,0.023464913,0.025214403,0.895156841,0.844452274,0.080575789,0.722256962,0.167792509,0.659223047,0.211739855,0.685059744,0.237799296,0.670421573,0.261562648,0.274593527,0.662624272,0.238564177,0.654930907,0,0,0,0,0,0,0,0,0,0.006570038,0.003695236,0.003268252,0.857391979,0.769916685,0.792759003,0.867673009,0.920371244,0.925028063,0.890049471,0.870962902,0.92285904,0.931984221,0.937217799,0.893495084,0,0,0.005143754,0.344219661,0.505989339,0.679725895,0.880039713,0.845994013,0.782243074,0.839044886,0.894633252,0.919545047
184,Miramar_Site_7,Secondary,GD Forest Reserve,New 4,ORO7W,January,249.68959,8.466669,-83.344662,0,0,411.7991262,0.411799126,828.7146156,0.828714616,Secondary,SEC,8162.163065,8.162163065,0.159882275,0.893004025,0.106995975,0.684442142,0.315557858,0.646171254,0.352878345,0.693184213,0.243913153,0.187973521,0.716575242,0.755481446,0.162820161,0.693841799,0.230842632,0.730496902,0.178147904,0.714245539,0.199667257,0.710861709,0.218442634,0.240630129,0.675289327,0.22890767,0.650292069,0,0,0,0,0,0,0,0,0.002622989,0,0.003758111,0.003298665,1,1,0.999049599,0.937097366,0.904548763,0.918301607,0.924684431,0.908644806,0.913912796,0.929304343,0.915919456,0.879199739,0.478111099,0.846053341,0.704334789,0.498646708,0.393432877,0.539929188,0.779031184,0.874144875,0.791942141,0.836041045,0.82234675,0.912578734
185,Miramar_Site_8,Secondary,GD Forest Reserve,New 4,ORO8NE,January,194.84433,8.475031,-83.337522,0,0,410.8182048,0.410818205,1664.884295,1.664884295,Old Growth,OG,8554.126966,8.554126966,0.167560151,0.862691745,0,0.694510246,0,0.733314831,0.045625701,0.782610226,0.065772123,0.063828349,0.819392354,0.860698478,0.06006503,0.868038907,0.059929933,0.861450619,0.083578475,0.758374708,0.148919383,0.736011263,0.160376234,0.179915994,0.685011874,0.188196658,0.620658406,0,0,0,0,0,0,0,0,0.003679601,0.003788523,0,0.002737971,0.862691745,0.694510246,0.778940532,0.848382349,0.883220703,0.920763508,0.92796884,0.945029094,0.907294091,0.896387497,0.864927868,0.808855064,0.340188237,0.623475643,0.656359814,0.772170708,0.777231902,0.712005055,0.786797925,0.755341425,0.791597512,0.750712592,0.867163503,0.970609498
186,Miramar_Site_9,Secondary,Unprotected,New 4,ORO9W,January,122.284424,8.480546,-83.330267,0,0,696.4688798,0.69646888,4677.824579,4.677824579,Secondary,SEC,8921.921307,8.921921307,0.174764589,1,0,0.880914517,0,0.804944928,0,0.908379349,0,0.023293971,0.92517514,0.913009658,0.049671659,0.931638913,0.035132605,0.897021247,0.042992725,0.79851457,0.107622783,0.711659759,0.11367791,0.124442832,0.651703511,0.149421772,0.592870902,0,0,0,0,0,0,0,0,0.003252158,0.003195574,0.003089891,0.003051225,1,0.880914517,0.804944928,0.908379349,0.948469111,0.962681317,0.966771518,0.940013972,0.906137353,0.825337669,0.776146343,0.742292674,0.400046935,0.61544425,0.701969469,0.656847071,0.589623973,0.498926536,0.481010553,0.495381753,0.734524834,0.826606147,0.907550488,1.091743811
187,Naim_Site_1,Secondary,Piedras Blancas NP,Naim,ADELA 1NE,March,72.566208,8.662435,-83.290788,0,0,0,0,1981.68286,1.98168286,Secondary,SEC,43441.03152,43.44103152,0.850932636,1,0,1,0,1,0,0.997074555,0.0000715,0.031910589,0.932870517,0.864223223,0.081701053,0.633449192,0.24806279,0.519746738,0.257224629,0.329758609,0.216343259,0.288312155,0.209457228,0.194915572,0.286253845,0.201053535,0.273794259,0,0,0,0,0,0,0,0.003014435,0.000754005,0.000368545,0.000207283,0.000747667,1,1,1,0.997146055,0.964781106,0.945924276,0.881511982,0.776971367,0.546101868,0.497769383,0.481169417,0.474847794,0,0,0,0.02032519,0.292598763,0.50758688,0.900057225,1.01690633,0.964248367,0.912527519,0.872226789,0.874137857
188,Naim_Site_2,Old Growth,Piedras Blancas NP,Naim,ADELA 2SW,March,195.70639,8.666974,-83.288935,0,0,0,0,1521.452414,1.521452414,Old Growth,OG,43919.76011,43.91976011,0.860310078,0.642643537,0.357356463,0.633678777,0.366321223,0.571551922,0.428448078,0.445744621,0.554255379,0.456085422,0.543914578,0.620293454,0.379706546,0.684373156,0.315626844,0.65612005,0.325094155,0.398629801,0.318778327,0.34226586,0.269798096,0.226798209,0.338799115,0.233571913,0.309137427,0,0,0,0,0,0,0,0.0000103,0,0,0,0,1,1,1,1,1,1,1,0.981214205,0.717408128,0.612063956,0.565597324,0.54270934,0.651882016,0.656968704,0.682872588,0.68724828,0.689285226,0.663920284,0.623529045,0.728826467,0.929379151,0.871115055,0.854215086,0.849808289
189,Naim_Site_3,Secondary,Piedras Blancas NP,Naim,ADELA 3E,March,123.070442,8.659543,-83.287218,0,0,0,0,3222.983381,3.222983381,Secondary,SEC,43402.09601,43.40209601,0.850169958,0.985256359,0.014743641,0.74970468,0.249341983,0.579606035,0.233887476,0.564853231,0.139823989,0.129624914,0.510396768,0.482671424,0.135118673,0.425880008,0.169755049,0.40736207,0.192441085,0.317563707,0.180306365,0.261426074,0.196048534,0.188323631,0.263646847,0.204761761,0.258056503,0,0,0,0,0.007985196,0.012059382,0.005359259,0,0,0,0,0.000132653,1,0.999046663,0.813493511,0.70467722,0.640021682,0.617790097,0.595635057,0.599803155,0.497870072,0.457474608,0.451970478,0.462818264,0.076807515,0.568921375,1.021919296,1.08083759,1.152803605,1.149992437,1.004431432,0.951957136,0.951439246,0.900590469,0.876254975,0.86728466
190,Naim_Site_4,Old Growth,Piedras Blancas NP,Naim,ADELA 4 E,March,31.446781,8.658185,-83.294865,0,0,0,0,2122.354176,2.122354176,Grassland,GRA,43017.58162,43.01758162,0.842638005,0.224910447,0.775089553,0.335782816,0.664217184,0.395155629,0.540170381,0.445888888,0.365740829,0.256689962,0.452857026,0.409923022,0.202079774,0.348126568,0.115137747,0.316854859,0.093510231,0.231162895,0.131786378,0.227756009,0.14875967,0.155101687,0.235826137,0.15543116,0.241154441,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.93532601,0.811629717,0.709546988,0.612002796,0.463264315,0.41036509,0.362949273,0.376515679,0.390927824,0.396585601,0.533053062,0.638198537,0.876670457,1.078025509,1.113707024,1.128740808,0.994381637,0.948773917,0.995170472,0.915241797,0.883676106,0.868811606
191,Naim_Site_5,Secondary,Piedras Blancas NP,Naim,ADELA 5NE,March,163.32576,8.662428,-83.295812,0,0,0,0,2122.354176,2.122354176,Secondary,SEC,43273.25856,43.27325856,0.847646262,0.747114173,0.252885827,0.584390842,0.415609158,0.647538334,0.352461665,0.590329781,0.369177494,0.297300292,0.559380579,0.565997905,0.239144534,0.541812797,0.165679873,0.472134767,0.151692656,0.285400717,0.189955553,0.282864768,0.179350427,0.178854336,0.275360894,0.172974984,0.267431123,0,0,0,0,0,0,0,0,0.000829399,0,0,0,1,1,0.999999999,0.959507275,0.856680871,0.805142439,0.70749267,0.623827423,0.47535627,0.462215195,0.45421523,0.440406107,0.565483398,0.678835143,0.648957203,0.80886991,1.001034864,0.97634508,0.910973329,0.89481938,0.963053457,0.888172078,0.874389066,0.858694159
192,Nicuesa_Site_1,Secondary,Piedras Blancas NP,Nicuesa,NICUESA 1NE,January,-4.747152,8.665913,-83.282149,0,0,0,0,1864.692023,1.864692023,Secondary,SEC,44475.22292,44.47522292,0.871190608,1,0,1,0,0.797012678,0.202987322,0.587303587,0.412696412,0.489844043,0.510155957,0.486977788,0.513022212,0.553520493,0.443439849,0.567872444,0.356114438,0.44469589,0.315682896,0.347509232,0.286261523,0.266621533,0.320126622,0.249799376,0.323737888,0,0,0,0,0,0,0.00090585,0,0,0.000352922,0,0.000596285,1,1,1,0.999999999,1,1,0.996960342,0.923986882,0.760378786,0.633770755,0.586748155,0.573537264,0.135550864,0.450905321,0.694534531,0.546765345,0.424091529,0.422961648,0.471821889,0.522723567,0.959484729,1.095449377,1.193397077,1.282340989
193,Nicuesa_Site_2,Secondary,Piedras Blancas NP,Nicuesa,NICUESA 2NW,January,83.991264,8.672772,-83.279678,0,0,419.437626,0.419437626,0,0,Secondary,SEC,43895.87048,43.89587048,0.859842123,1,0,0.950899165,0.049100835,0.865622308,0.134377692,0.845860222,0.154139778,0.193012472,0.806987528,0.760104085,0.239895915,0.645295429,0.354704571,0.562751319,0.437248682,0.468658023,0.47089399,0.433614396,0.368549519,0.32616137,0.383672776,0.278846246,0.392185971,0,0,0,0,0,0,0,0,0,0.000335046,0.000552654,0.00095126,1,1,1,1,1,1,1,1.000000001,0.939552013,0.802163915,0.709834146,0.671032217,0,0,0.504515947,0.677824929,0.692940879,0.692807986,0.707455077,0.84199092,0.884338274,0.892165252,0.856355257,0.847157443
194,Nicuesa_Site_3,Old Growth,Piedras Blancas NP,Nicuesa,NICUESA3S,January,152.371277,8.677197,-83.273607,0,0,109.0869879,0.109086988,0,0,Secondary,SEC,43592.66838,43.59266838,0.853902933,0.348533879,0.651466121,0.321869538,0.678130462,0.450652766,0.549347234,0.380884615,0.619115385,0.68542786,0.31457214,0.300958264,0.699041736,0.388525705,0.611474295,0.416943043,0.583056957,0.496599001,0.501377998,0.45705591,0.450044092,0.367575246,0.442924837,0.302590058,0.45263934,0,0,0,0,0,0,0,0,0,0,0.001313943,0,1,1,1,1,1,1,1,1,0.997976999,0.907100002,0.810500083,0.755229398,0,0.25243531,0.631511085,0.693026821,0.693139875,0.692935562,0.820210549,0.858692175,0.88723552,0.862308576,0.865952214,0.825936265
195,Nicuesa_Site_4,Secondary,Piedras Blancas NP,Nicuesa,NICUESA 4NE,January,8.626579,8.661866,-83.278596,0,0,0,0,2396.542977,2.396542977,Secondary,SEC,43418.85435,43.41885435,0.850498224,0.736179422,0.263820578,0.899400583,0.100599417,0.733576963,0.266423037,0.584026382,0.341310278,0.417959876,0.427477478,0.311042474,0.486871381,0.343234607,0.39877523,0.376417441,0.342792383,0.409075746,0.230057889,0.313612429,0.254423582,0.262076278,0.283650177,0.240483944,0.307310751,0,0,0,0,0,0,0,0,0,0,0,0.000624082,1,1,1,0.92533666,0.845437354,0.797913855,0.742009837,0.719209824,0.639133635,0.568036011,0.545726455,0.547794695,0,0.195859148,0.394624591,0.429823246,0.490561715,0.550959922,0.650310409,0.685250919,0.815112698,0.8580484,0.845053789,0.827723013
196,Nicuesa_Site_5,Old Growth,Piedras Blancas NP,Nicuesa,NICUESA5W,January,137.251907,8.66724,-83.278078,0,0,0,0,1864.692023,1.864692023,Secondary,SEC,44920.37565,44.92037565,0.879910359,0,1,0,1,0.026141332,0.973858668,0.213608765,0.786391235,0.596531069,0.403468932,0.496589723,0.503410277,0.562550384,0.437449616,0.556302668,0.409088051,0.460285787,0.343033313,0.381108263,0.310519674,0.300448273,0.333366738,0.2612435,0.354110277,0,0,0,0,0,0,0,0,0,0,0.00039616,0,1,1,1,1,1.000000001,1,1,0.965390719,0.8033191,0.691627937,0.633815011,0.615353777,0.646534325,0.62827064,0.688268944,0.664495528,0.622710188,0.611674052,0.668084046,0.679286102,0.707155369,0.805696948,0.82781043,0.799425117
197,Nicuesa_Site_6,Old Growth,Piedras Blancas NP,Nicuesa,NICUESA 6SW,January,43.417828,8.664393,-83.273508,0,0,0,0,3294.927441,3.294927441,Old Growth,OG,43335.60526,43.33560526,0.848867523,0,1,0.069535323,0.930464677,0.32627759,0.67372241,0.492242588,0.507757412,0.498088743,0.501911257,0.489714003,0.510285997,0.524741013,0.43670441,0.550678516,0.348367315,0.431182489,0.283316899,0.351872395,0.307700353,0.29964272,0.324091835,0.261993514,0.349195388,0,0,0,0,0,0,0,0,0,0,0.000641551,0,1,1,1,1,1,1,0.961445423,0.899045831,0.714499388,0.659572748,0.623734555,0.611188902,0.577015308,0.326398035,0.579668564,0.874724643,1.008186064,0.989536433,0.981561419,0.968321941,0.865151697,0.896390281,0.871111932,0.853842485
198,Nuevo_Site_1,Secondary,GD Forest Reserve,Nuevo,NUEVO1NW,January,159.797913,8.500695,-83.352385,0,0,448.0010683,0.448001068,0,0,Old Growth,OG,11985.9062,11.9859062,0.23478261,1,0,1,0,0.976570661,0.008284553,0.871471666,0.117355622,0.146291315,0.847424732,0.83458262,0.161395922,0.79147593,0.180721626,0.802436774,0.167057122,0.691524126,0.193618632,0.683984838,0.192423731,0.189295473,0.689310029,0.188603649,0.669217681,0,0,0.015144787,0.011172713,0.006283952,0.004021459,0.00178716,0.001005233,0.005573793,0.003884522,0.002350288,0.002437624,1,1,0.984855214,0.988827288,0.993716047,0.995978542,0.972197556,0.969493896,0.885142758,0.876408569,0.878605502,0.85782133,0,0,0.121061856,0.518698929,0.674393152,0.69312392,0.68530154,0.799143093,0.846823669,0.868532055,0.842327582,0.811012788
199,Nuevo_Site_2,Secondary,GD Forest Reserve,Nuevo,NUEVO2NW,January,167.65274,8.494258,-83.355105,0,0,475.6924937,0.475692494,412.9625032,0.412962503,Secondary,SEC,6685.083226,6.685083226,0.130948905,1,0,0.986197215,0.013802785,0.832051507,0.167948493,0.820138698,0.179861302,0.165928391,0.813610631,0.791130921,0.156035913,0.826935615,0.099890664,0.786674056,0.141837312,0.706524614,0.219621786,0.675174407,0.221017858,0.229466296,0.66531067,0.210003175,0.692561427,0,0,0,0,0,0,0,0.006160928,0.008141413,0.004178738,0.002444604,0.002752168,1,1,1,1,0.979539022,0.947166834,0.926826279,0.928511368,0.9261464,0.896192265,0.894776966,0.902564602,0,0,0.126321726,0.421543217,0.453346659,0.467464174,0.600508547,0.586433501,0.890535286,0.89565613,0.874868871,0.980798669
200,Nuevo_Site_3,Old Growth,GD Forest Reserve,Nuevo,NUEVO31NE,January,78.178848,8.49196,-83.364658,0,0,0,0,293.3975049,0.293397505,Secondary,SEC,6501.031814,6.501031814,0.127343664,0.245384317,0.456825782,0.165027279,0.624201382,0.270955993,0.675402319,0.276306481,0.699857917,0.589784756,0.396809208,0.481147477,0.510273238,0.60116544,0.36262139,0.666752203,0.303097273,0.671502262,0.270739984,0.625852192,0.289081639,0.268730596,0.647303226,0.236166308,0.681912943,0,0,0,0,0,0,0.001787182,0.00244317,0.00582008,0.004245724,0.004300494,0.003073885,0.702210099,0.789228661,0.946358312,0.976164398,0.986593964,0.991420715,0.96378683,0.969849476,0.942242246,0.914933831,0.916033822,0.918079251,0,0.072822825,0.452618326,0.471183107,0.545444179,0.630580652,0.574934495,0.675366768,0.797328651,0.87813593,0.871208337,0.852535659
201,Nuevo_Site_4,Secondary,GD Forest Reserve,Nuevo,NUEVO41S,January,70.191498,8.495869,-83.361142,0,0,0,0,293.3975049,0.293397505,Secondary,SEC,5543.941442,5.543941442,0.108595964,1,0,1,0,0.999947371,0.0000526,0.971222617,0.028777383,0.075834555,0.924165445,0.904527705,0.095472295,0.825688996,0.164243128,0.726575676,0.244856766,0.699209884,0.215996344,0.654544051,0.245666652,0.256952107,0.647648242,0.224631734,0.680323475,0,0,0,0,0,0,0,0.002010471,0.005480993,0,0.003038044,0.002754782,1,1,0.999999971,1,1,1,0.989932124,0.971432442,0.915206228,0.900210703,0.904600349,0.904955209,1.063382197,0.919662572,0.7757984,0.694225081,0.735983085,0.736138674,0.80105274,0.746121387,0.815031319,0.889285805,0.86502728,0.844954331
202,Nuevo_Site_5,Old Growth,GD Forest Reserve,Nuevo,NUEVO5N,January,58.726749,8.506279,-83.3576,0,0,0,0,96.89837463,0.096898375,Secondary,SEC,5813.598745,5.813598745,0.113878072,0.146705476,0.853294524,0.287427757,0.712572243,0.389465272,0.610534728,0.527343098,0.472656902,0.397719904,0.602280096,0.602533531,0.397466469,0.620428656,0.367013568,0.641955243,0.265756309,0.685131709,0.19071255,0.680341907,0.19503942,0.191819569,0.682666092,0.188091324,0.653650028,0,0,0,0,0,0,0.000790684,0,0.000502885,0.003974997,0.002662463,0.002252099,1,1,1,1,1,1,0.987442224,0.907711552,0.875844259,0.875381327,0.874485661,0.841741352,0,0,0.000571148,0.130466202,0.268476118,0.315019135,0.493632899,0.685456053,0.823479769,0.860163174,0.873835229,0.876688453
203,Palma_Site_1,Grassland,Unprotected,New 1,PALMA1,June,25.672878,8.638291,-83.451606,2870.69375,2.87069375,802.5502913,0.802550291,29208.78669,29.20878669,Secondary,PM,17340.25538,17.34025538,0.339664798,0,0,0.170259105,0,0.2354566,0,0.250527206,0,0,0.279250191,0.276707687,0,0.285309346,0.001230532,0.288690819,0.013412879,0.353525111,0.016194573,0.324051148,0.021574591,0.029170563,0.292931116,0.029284179,0.298874667,0,0,0,0,0,0,0,0,0.008298606,0.022766885,0.032228487,0.031085186,0,0.170259105,0.2354566,0.250527206,0.279250191,0.276707687,0.286539878,0.302103698,0.369719684,0.345625739,0.322101679,0.328158846,0,0.365098911,0.493470406,0.306271469,0.312346679,0.367373515,0.303698447,0.406657198,0.700048044,0.911391773,1.054064806,1.182574266
204,Palma_Site_2,Grassland,Unprotected,New 1,PALMA2S,June,16.638905,8.643832,-83.449526,3196.590385,3.196590385,543.5131043,0.543513104,39624.00868,39.62400868,Secondary,SEC,6240.53293,6.24053293,0.122240954,0,0,0,0,0,0,0,0,0,0.018195787,0.025702706,0,0.104343205,0,0.170522631,0,0.265861287,0.009684746,0.274593643,0.019009739,0.022314604,0.252486553,0.025663841,0.244077814,0,0,0,0,0,0,0,0,0.011750445,0.040048655,0.036911694,0.037272873,0,0,0,0,0.018195787,0.025702706,0.104343205,0.170522631,0.275546033,0.293603382,0.274801157,0.269741655,0,0.456296819,0.674535986,0.764816828,0.794724359,0.79929444,0.881246382,1.129851089,1.327694648,1.418935915,1.54984017,1.569290822
205,Palma_Site_3,Grassland,Unprotected,New 1,PALMA3S,June,19.502712,8.637431,-83.447119,3138.361878,3.138361878,729.4074405,0.729407441,26482.94472,26.48294472,Old Growth,OG,6798.567737,6.798567737,0.133171865,0.006820726,0,0.125280272,0,0.208908547,0,0.119690299,0,0,0.13688712,0.201749921,0,0.271521697,0,0.286220189,0,0.313673602,0.012584543,0.300238084,0.014772884,0.025001686,0.279343534,0.025663912,0.276052014,0,0,0,0,0,0,0,0,0.01898288,0.023730216,0.030336166,0.027603059,0.006820726,0.125280272,0.208908547,0.119690299,0.13688712,0.201749921,0.271521697,0.286220189,0.326258145,0.315010968,0.30434522,0.301715926,0,0,0,0,0.090931837,0.143983853,0.615400359,0.885527403,1.435322244,1.47716391,1.557598065,1.622818101
206,Palma_Site_4,Palm,Unprotected,New 2,PALMA4E,June,25.647047,8.64722,-83.471438,992.7331648,0.992733165,659.6754432,0.659675443,151583.3718,151.5833718,Secondary,PM,6591.704477,6.591704477,0.129119781,0,0,0,0,0.660616161,0.033891776,0,0.090556485,0.107881469,0,0,0.112626718,0.198183062,0.095498525,0.178255392,0.098275371,0.235842648,0.055642999,0.317457812,0.047532696,0.048502641,0.354753101,0.06449178,0.354572823,0,0,0,0,0,0,0,0,0,0,0.04022096,0.040445134,0,0,0.694507937,0.090556485,0.107881469,0.112626718,0.293681587,0.276530763,0.291485647,0.364990508,0.403255742,0.419064603,0.040817756,0.377315187,0.929936193,0.963034007,0.993633218,1.050623476,1.114075904,1.117584121,1.377605111,1.439097466,1.521625627,1.567007039
207,Palma_Site_5,Grassland,Unprotected,New 2,PALMA5E,June,30.297167,8.641656,-83.476354,0,0,308.2675533,0.308267553,26988.23427,26.98823427,Secondary,SEC,5486.578041,5.486578041,0.107472317,0,0,0,0,0.109611209,0.015691046,0.149286622,0.083007426,0.136298306,0.13980611,0.173005947,0.138151739,0.188721487,0.176320834,0.181849989,0.135949599,0.286679896,0.080473014,0.374293454,0.056205876,0.063810152,0.413362773,0.102986535,0.393284953,0,0,0,0,0,0,0,0,0,0,0.000641836,0.033482317,0,0,0.125302255,0.232294048,0.276104416,0.311157686,0.365042321,0.317799588,0.36715291,0.43049933,0.477172925,0.496271488,0.034813371,0.409708329,0.750851399,0.930675412,0.94566482,0.904776155,1.350438035,1.457614901,1.404560038,1.38568747,1.562038782,1.59047362
208,Palma_Site_6,Palm,Unprotected,New 2,PALMA6E,June,34.12141,8.63596,-83.486747,0,0,188.5970195,0.18859702,1626.710793,1.626710793,Secondary,SEC,4682.012844,4.682012844,0.091712314,0,0,0,0,0.606525073,0.085360709,0,0.108170227,0.13979686,0,0,0.139584385,0.447711936,0.132053454,0.510575238,0.126550226,0.426760298,0.092503059,0.419508683,0.111102716,0.149509062,0.444656504,0.167978436,0.429519268,0,0,0,0,0,0,0,0,0,0,0.000127804,0.008127755,0,0,0.691885782,0.108170227,0.13979686,0.139584385,0.57976539,0.637125464,0.519263357,0.530611399,0.594165566,0.597497704,0,0,0.424623025,0.874759567,1.160553059,1.274417942,1.41557544,1.614817099,1.458697584,1.357068724,1.382773507,1.569999155
209,Palma_Site_7,Grassland,Unprotected,New 2,PALMA7N,June,33.654057,8.6361,-83.492004,0,0,681.5911958,0.681591196,3011.095064,3.011095064,Old Growth,OG,3624.691042,3.624691042,0.071001258,0.000211724,0,0,0,0.41983927,0,0.629461497,0,0,0.639624858,0.655700532,0.019228746,0.617315407,0.087930946,0.586179138,0.145086555,0.491260905,0.103122604,0.41429907,0.155645009,0.190645779,0.421762017,0.197750653,0.433656762,0,0,0,0,0,0,0,0,0,0,0.00383655,0.013108356,0.000211724,0,0.41983927,0.629461497,0.639624858,0.674929278,0.705246353,0.731265693,0.594383509,0.569944079,0.612407796,0.631407415,0,0.376963728,0.87606784,0.954865875,1.000791712,0.994167638,1.387176119,1.387905349,1.37183016,1.395795254,1.368302787,1.442371277
210,Palma_Site_8,Palm,Unprotected,New 2,PALMA8N,June,36.552231,8.629931,-83.490224,0,0,604.4498316,0.604449832,1981.152088,1.981152088,Secondary,SEC,3466.212113,3.466212113,0.067896938,0,0,0,0,0.776540519,0,0,0,0.000221312,0,0,0.015295376,0.697003541,0.032625282,0.65333701,0.044492384,0.523417125,0.084028508,0.465873752,0.150457839,0.199574676,0.460335628,0.198277434,0.458987541,0,0,0,0,0,0,0,0,0,0,0.004324935,0.012949789,0,0,0.776540519,0,0.000221312,0.015295376,0.729628823,0.697829394,0.607445633,0.616331591,0.659910304,0.657264975,0.002002935,0.35077219,0.680240068,0.659241659,0.653633733,0.718004654,0.871631244,0.95977541,1.352591932,1.408859299,1.420158775,1.432663631
211,Palma_Site_9,Palm,GD Forest Reserve,Danta 1,PALMA9NE,June,48.422009,8.613008,-83.496802,0,0,345.3017821,0.345301782,2786.231035,2.786231035,Old Growth,OG,2865.355037,2.865355037,0.056127215,0,0,0,0,0.226314493,0,0,0.00428566,0.027932586,0,0,0.029348114,0.41755021,0.03316833,0.511823697,0.072205555,0.622517332,0.149447886,0.587604461,0.224386396,0.27180718,0.523158525,0.285338965,0.518904831,0,0,0,0,0,0,0,0,0.002259952,0.002661733,0.01826174,0.015639512,0,0,0.226314493,0.00428566,0.027932586,0.029348114,0.45071854,0.584029252,0.771965218,0.811990857,0.794965705,0.804243796,0,0.007299322,0.531251768,0.660044628,0.689839965,0.737013737,0.875763476,0.970037819,1.330936963,1.329591589,1.3651601,1.406388257
212,Piro_Site_1,Secondary,Wildlife Refuge,Piro,PIRO 1S,February,2.170634,8.404073,-83.334242,0,0,0,0,3666.985882,3.666985882,Exposed_Urban,GRA,10541.42263,10.54142263,0.206487743,1,0,0.900440766,0.099559234,0.77279859,0.227128537,0.788780555,0.197808934,0.23367085,0.758786576,0.723228136,0.271944942,0.704583087,0.293271801,0.703464186,0.292480364,0.537742587,0.267539727,0.445805827,0.253086393,0.199777079,0.422325859,0.173009849,0.418415607,0,0,0,0,0,0,0,0,0,0.001106313,0.000974126,0.001610164,1,1,0.999927127,0.986589489,0.992457426,0.995173078,0.997854888,0.99594455,0.805282314,0.69889222,0.622102938,0.591425456,0,0,0,0.124684122,0.252092419,0.368609519,0.448880308,0.477898829,0.441823434,0.574462174,0.668394767,0.763052314
